alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
senhor,NOUN,54.2%,VERB | conj,2.2%,"['tem', 'eh', 'disse', 'conhece', 'possa', 'venha', 'fazer', 'chamou', 'sei', 'falou']",19.4%,"a oração intencional no seguinte sentido de não que seja feita a tua vontade, mas a vontade do Senhor, porque muitos oram né com uma, com uma intenção, mas ora não colocando a vontade do senhor para o país, né e muitos oram para para algumas coisas que estão no coração, mas, como o senhor disse, né a ao momento que você vai falando, muitas das muitas vezes as pessoas guardam algumas coisas, não falam tudo pro Senhor, e ele é o único uniciente, né."
senhor,NOUN,54.2%,NOUN | obj,1.8%,"['palavra', 'nome', 'encontro', 'caminhos', 'alegria', 'relacionamento', 'glória', 'vida', 'voz', 'deputados']",24.0%,"a oração intencional no seguinte sentido de não que seja feita a tua vontade, mas a vontade do Senhor, porque muitos oram né com uma, com uma intenção, mas ora não colocando a vontade do senhor para o país, né e muitos oram para para algumas coisas que estão no coração, mas, como o senhor disse, né a ao momento que você vai falando, muitas das muitas vezes as pessoas guardam algumas coisas, não falam tudo pro Senhor, e ele é o único uniciente, né."
senhor,NOUN,54.2%,NOUN | ROOT,1.6%,"['pai', 'presidente', 'nome', 'palavra', 'senhor', 'paz', 'ministro', 'responsável', 'oração', 'deputado']",30.6%,"Que o Senhor nos leve sem para ter um envolvimento com cada pessoa, para, em nome de Jesus, que o Senhor nos neve- é esse nível pai- e que nós possamos não somente orar, nós somos pagar sua mais jejuar, Senhor, ai acima de tudo, depender do senhor, saber que o Senhor tem que nada podemos fazer."
senhor,NOUN,54.2%,PROPN | flat:name,1.6%,"['jesus', 'deus', 'ministro', 'pai', 'nicolas', 'cristo', 'miola', 'william', 'toque', 'salvador']",79.1%,"Oramos pedindo pelo teu perdão e declaramos que o tempo de refrigério virá, o coração dessa nação, virá a alma dessa nação, porque nós declararemos, como alguém declarou há pouco nessa Live, que teve um encontro com o Senhor Jesus."
senhor,NOUN,54.2%,NOUN | conj,1.4%,"['deputados', 'senhoras', 'pai', 'glória', 'senhor', 'salvador', 'senhores', 'expectativa', 'paz', 'graça']",38.5%,"Sim, senhor presidente, senhoras e senhores deputados, eu creio que nós iniciamos o trabalho dessa comissão e eu quero parabenizar a todos que aqui estão dando qu para que ela funcione, que é uma das mais importantes comissões da casa, com a afirmação de qual deve ser o seu desafio."
senhor,NOUN,54.2%,AUX | cop,1.2%,"['é', 'está', 'sendo', 'seja', 'estão', 'estar', 'eh', 'era', 'vai', 'tá']",95.7%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,ADV | advmod,1.2%,"['não', 'aqui', 'agora', 'então', 'somente', 'também', 'ali', 'aí', 'mais', 'perto']",67.2%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,NOUN | obl,1.2%,"['nome', 'palavra', 'coração', 'caminhos', 'presença', 'vontade', 'glória', 'frutos', 'maneira', 'braço']",36.6%,"Te peço, espírito santo, que o senhor tenha Liberdade aqui, entre nossos detalhes do nosso coração, pelo nosso pecado, pai, nossas falhas, para os nossos erros, e que o senhor, a única pessoa que a gente entrou liso nosso espírito, Agora seja com o senhor."
senhor,NOUN,54.2%,VERB | xcomp,1.1%,"['dizer', 'louvar', 'falar', 'fazer', 'colocar', 'lembrar', 'dar', 'clamar', 'ouvir', 'encontrar']",36.9%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
senhor,NOUN,54.2%,VERB | parataxis,1.1%,"['quero', 'oro', 'pedimos', 'tem', 'pode', 'sei', 'peço', 'for', 'coloco', 'abençoando']",33.1%,"ó Deus, venha ser derramado a tua chuva, aquela chuva serôdia temporária, aquela que não está programada, tá fora de tempo, mas o senhor é o senhor de todos os tempos, o senhor pode todas as coisas."
senhor,NOUN,54.2%,PROPN | appos,1.0%,"['deus', 'jesus', 'senhor', 'ministro', 'brasil', 'flávio', 'música', 'pai', 'paulo', 'general']",61.2%,"fazer, senhor, que a gente estenda a mão para necessitado, aflito, senhor Deus, fazendos compreender as escrituras, fazendos compreender o grande trabalho que o senhor teve, senhor, de morrer, senhor, de morrer por nós, senhor, pobres pecadores."
senhor,NOUN,54.2%,VERB | acl,1.0%,"['obrigado', 'fazer', 'deputadas', 'obrigada', 'registrar', 'tentar', 'feito', 'clamar', 'perceber', 'vivendo']",50.0%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,NOUN | appos,1.0%,"['ministro', 'senhor', 'pai', 'deputado', 'presidente', 'povo', 'deputados', 'pessoas', 'homem', 'questão']",59.1%,"Te peço, espírito santo, que o senhor tenha Liberdade aqui, entre nossos detalhes do nosso coração, pelo nosso pecado, pai, nossas falhas, para os nossos erros, e que o senhor, a única pessoa que a gente entrou liso nosso espírito, Agora seja com o senhor."
senhor,NOUN,54.2%,NOUN | amod,0.8%,"['presidente', 'pai', 'ministro', 'deputado', 'senhoras', 'honra', 'só', 'casal', 'luz', 'congressistas']",92.5%,"Obrigado, senhor presidente."
senhor,NOUN,54.2%,PROPN | ROOT,0.8%,"['guarda', 'abençoa', 'deus', 'levanta', 'pai', 'senhor', 'restaura', 'obrigada', 'restaure', 'oi']",56.7%,"Abençoa, Senhor, aquele homem, aquela mulher que está, Senhor, aleluia, Senhor, quem sabe sentado, Senhor, em um lugar agora, pedindo, Pai, que o Senhor abençoe, Senhor, os homens, Senhor, poderosos da nossa nação."
senhor,NOUN,54.2%,ADJ | amod,0.6%,"['levante', 'poderoso', 'próprio', 'único', 'parlamentares', 'senhores', 'presente', 'tagir', 'presentes', 'igual']",39.7%,"Você segue, Continua trabalhando, continua arando, continua fazendo o que ele te amou para fazer, porque eu creio muito que na a nossa geração tem uma responsabilidade e essa responsabilidade é de manter o Senhor sendo o único Senhor do Brasil e aquele que, eh, eh, direciona a nossa nação de verdade, e Isso se traduz em todas as áreas da sociedade."
senhor,NOUN,54.2%,PROPN | nsubj,0.6%,"['deus', 'senhor', 'brasil', 'jesus', 'amém', 'grande', 'joelha', 'fim', 'sara', 'pai']",68.5%,"Deus, eu quero agora apresentar diante de ti, em primeiro lugar, o Donald trump, grande peso sobre ele, ó Deus, que guerra espiritual que tá sendo travada, mas nós queremos declarar a Deus que o Senhor é senhor da terra."
senhor,NOUN,54.2%,PROPN | nmod,0.6%,"['deus', 'brasil', 'senhores', 'jesus', 'exércitos', 'senhor', 'justiça', 'cunha', 'graça', 'live']",68.6%,"O senhor a Deus, através aqui, desses momentos, o senhor alcançou pessoas estavam perdidas, pessoas aceitaram o teu nome, meu Deus, como seus único salvador aqui nesses 21 dias, e eu consagro para esse momento."
senhor,NOUN,54.2%,ADJ | ROOT,0.6%,"['solto', 'importante', 'poderoso', 'conosco', 'preso', 'igual', 'claro', 'vitoriosos', 'calma', 'leviano']",47.8%,"Então, o senhor presidente, é claro que aqui não se aplica as normas de impedimento de suspensão, mas politicamente falando, nós temos que ter a consciência de que o relatório, o relatório da Senadora Lisiane Gama, está evaivado de uma grave suspensão."
senhor,NOUN,54.2%,CCONJ | cc,0.6%,"['e', 'mas', 'ou']",100.0%,"Sim, senhor presidente, senhoras e senhores deputados, eu creio que nós iniciamos o trabalho dessa comissão e eu quero parabenizar a todos que aqui estão dando qu para que ela funcione, que é uma das mais importantes comissões da casa, com a afirmação de qual deve ser o seu desafio."
senhor,NOUN,54.2%,PROPN | conj,0.6%,"['deus', 'senhor', 'salvador', 'tu', 'música', 'rei', 'sara', 'pai', 'mato', 'leão']",80.6%,"Agora, esse propósito de jejum e oração é para isso, Deus, nós nos rendemos a ti, nós declaramos que o senhor é o Deus dessa nação, que o senhor é o Deus do Brasil."
senhor,NOUN,54.2%,PRON | nsubj,0.4%,"['que', 'ele', 'isso', 'o', 'você', 'alguém', 'quem', 'eu', 'se', 'eles']",98.0%,"Que o Senhor nos leve sem para ter um envolvimento com cada pessoa, para, em nome de Jesus, que o Senhor nos neve- é esse nível pai- e que nós possamos não somente orar, nós somos pagar sua mais jejuar, Senhor, ai acima de tudo, depender do senhor, saber que o Senhor tem que nada podemos fazer."
senhor,NOUN,54.2%,SCONJ | mark,0.4%,"['que', 'porque', 'de', 'se', 'para']",100.0%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,NOUN | ccomp,0.3%,"['herança', 'senhor', 'personagem', 'golpe', 'plano', 'áudio', 'servo', 'terra', 'alcance', 'referência']",51.6%,"Pai Maranhão, senhor que já reuniu milhares de jovens para poder dizer que o senhor é o senhor dessa nação."
senhor,NOUN,54.2%,PRON | nmod,0.2%,"['mim', 'nós', 'aqueles', 'tudo', 'ti', 'ele', 'da', 'isso', 'pelo', 'ninguém']",78.6%,"Eu tenho certeza que se preza a estar ali ao lado de uma pessoa que primeiro jamais honrou o Exército de Caxias, uma pessoa que vai frontalmente aos ideais do Brasil, que seja o senhor pelo que tenta colocar aqui para mim, como se né não pudesse me responder."
senhor,NOUN,54.2%,VERB | csubj,0.2%,"['dizer', 'faço', 'seguir', 'falei', 'retirar', 'esclareça', 'quer', 'parar', 'ler', 'tem']",38.5%,"Que o Senhor nos leve sem para ter um envolvimento com cada pessoa, para, em nome de Jesus, que o Senhor nos neve- é esse nível pai- e que nós possamos não somente orar, nós somos pagar sua mais jejuar, Senhor, ai acima de tudo, depender do senhor, saber que o Senhor tem que nada podemos fazer."
senhor,NOUN,54.2%,NOUN | parataxis,0.2%,"['vida', 'perdão', 'lugares', 'tempo', 'glória', 'nação', 'oração', 'profeta', 'jovens', 'guarda']",52.2%,"Pai, o senhor, pai, perdão quando não acreditamos, senhor, que nós poderíamos ser uma Peça, uma ferramenta de transformação no mundo."
senhor,NOUN,54.2%,ADJ | conj,0.2%,"['preciso', 'justo', 'único', 'autônomos', 'pecador', 'atento', 'gratos', 'digno', 'indigna', 'preocupado']",60.9%,"Senhor, e eu estou sendo muito sincero contigo aqui, ó pai, aos meus olhos, senhor, parece impossível, senhor, mas a tua palavra diz que não há nada impossível para o senhor a Deus, e eu peço agora, espírito santo, visita o coração do Ministro Alexandre de Moraes."
senhor,NOUN,54.2%,PRON | ROOT,0.2%,"['isso', 'aqueles', 'amém', 'tudo', 'ti', 'essa', 'muitos', 'quê', 'o', 'os']",95.0%,"Isso mesmo, senhores, aqueles que tanto nos acusaram sobre a BIM paralela, gabinete do ódio, tem um gabinete Zinho só dela e é uma coisa muito bem estruturada, senhores, tem níveis aí de acessores, tudo muito bem coordenado com o seu dinheiro."
senhor,NOUN,54.2%,NOUN | acl:relcl,0.2%,"['rei', 'levante', 'sujeito', 'filho', 'pecadores', 'coisas', 'olhos', 'temor', 'cidadão', 'anos']",63.2%,"Pai, não permita senhor que tenhamos senhor aquele sentimento de Vingança, Senhor tira todo o sentimento ruim sem o que está no nosso coração senhor, que possamos ter amor Ao Orar Senhor pelas autoridades da nossa nação."
senhor,NOUN,54.2%,ADV | ROOT,0.2%,"['aqui', 'acima', 'antes', 'próximo', 'louvar-te-ei', 'perto', 'primeiro', 'hoje', 'abaixo', 'claro']",100.0%,"O senhor está muito próximo, porque em segunda Timótio, a Bíblia fala né que no fim dos tempos vão ter pessoas egoístas, avarentas, presunçosos, né arrogantes, blasfemos, né mais amantes dos prazeres do que amigos de Deus, Ou seja, é tudo que nós estamos vendo hoje."
senhor,NOUN,54.2%,ADJ | ccomp,0.1%,"['conosco', 'bom', 'levante', 'federalista', 'arrependidos', 'todo-poderoso', 'parlamentares', 'terrorista', 'mentiroso', 'poderoso']",82.4%,"Eu creio que essa palavra, ela é muito atual aos nossos corações porque eu creio que Deus, ele chamando sua igreja, o seu povo, para um tempo de arrependimento, se nós declaramos que essa nação é majoritariamente cristã e temos visto tantas coisas contrárias à vontade do nosso Deus, eu creio que esse momento de nós estamos cada vez mais arrependidos perante o senhor e pedindo a ele que venha trazer tempos de refrigério, tem mistão, para Que Deus traga mais prova, para que ele fique mais firme do Senhor."
senhor,NOUN,54.2%,ADJ | parataxis,0.1%,"['difícil', 'diversas', 'inscrito', 'preciso', 'rapidinho', 'fácil', 'nervoso', 'reserva', 'impossível', 'possível']",73.3%,"Mas não é isso que a palavra diz: Que o senhor reserva as coisas que para o homem são sábias, para confundir, sabe, ele usa o mestre para confundir esse sábios."
senhor,NOUN,54.2%,NOUN | advcl,0.1%,"['livro', 'blinde', 'pastor', 'movimente', 'chefe', 'pedido', 'senhor', 'respeito', 'blinda', 'interesse']",80.0%,"O senhor está procurando almas e nós aqui, que somos teus filhos, que acreditamos no teu poder, na tua graça, na tua misericórdia, no teu cuidado, nós queremos, senhor, estar aqui, sim, ajudando a construir os muros de Jerusalém, para que o templo senhor, onde o senhor vai ser adorado, senhor, seja novamente senhor, reconstruído nos nossos corações, porque o Senhor é o chefe das nossas vidas."
senhor,NOUN,54.2%,PROPN | parataxis,0.1%,"['ó', 'senhor', 'deus', 'sara', 'tu', 'tomara', 'escuta']",100.0%,"Senhor Deus, eu agora, ó, agora, na forma injusta, de forma persecutória, pessoas, ó Deus, também que estão ali que erraram, Senhor."
senhor,NOUN,54.2%,ADJ | acl:relcl,0.1%,"['machucados', 'seguro', 'louvável', 'apontado', 'ansiosos', 'presente', 'parlamentar', 'certo', 'fiel', 'vivos']",78.6%,"E aqueles que estão, senhor, nessa Live hoje, ouvindo essa palavra, que os seus corações sejam cheios de esperança e fé, porque o Senhor está vindo sobre a nossa nação."
senhor,NOUN,54.2%,PROPN | obj,0.1%,"['te', 'alegria', 'anunci', 'bedin', 'ira', 'famílias', 'cara', 'força', 'deus', 'rodrigo']",78.6%,"Nós pedimos, senh, eu levante uma geração de testem, pastores e pregadores e Evangelistas que vão pregar o Evangelho do Senhor Jesus Cristo com ousadia e clareza;"
senhor,NOUN,54.2%,ADV | case,0.1%,"['diante', 'quanto', 'ali']",100.0%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
senhor,NOUN,54.2%,NOUN | dep,0.1%,"['momento', 'projeto', 'ministério', 'paz', 'presença', 'compromisso', 'deputados', 'pergunta', 'bolsonaro', 'bondade']",83.3%,"Ou seja, vai estudar a história nesse momento aqui agora, senhor presidente, é um ótimo momento de mostrar que a esquerda, se possível, ela teria sim na época do regime militar colocado e feito uma ditadura aqui no Plitariado."
